school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1657,https://lfuonline.uibk.ac.at/public/karriereportal.home,Karriereportal,Lecturer; Research_Fellow,Full-time,,positiver leistungsbeurteilung bewerbungsfrist; stunden woche auf; auf jahre bewerbungsfrist,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15904,Karriereportal,Unclassified,Full-time,,bereich siedlungswasserwirtschaft niederschlagswassermanagement; manfred kleidorfer telefon; umweltingenieurwesen kulturtechnik umweltwissenschaften,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15931,Karriereportal,Unclassified,Full-time,,supply-chain-security und maschinelles; maschinelles lernen selbst; rainer hme e-mail,,
1657,http://www.uibk.ac.at/fakultaeten-servicestelle/standorte/technikerstrasse/,Fakultäten Servicestelle,Unclassified,Full-time,,servicestelle standort technikerstra; forschung forschungsinformation fakult; anmeldefristen lehrveranstaltungen terminologie,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15937,Karriereportal,Unclassified,Full-time,,theoretischen quantenvielteilchenphysik selbst; judith maier telefon; theoretischer physik teilnahme,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15851,Karriereportal,Unclassified,Full-time,,untersuchungsinstrumenten der fremdsprachendidaktik; nachfolgenden sprachen bevorzugt; pdf-dokument beilegen kenntnisse,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15850,Karriereportal,Unclassified,Full-time,,untersuchungsinstrumenten der fremdsprachendidaktik; franz sisch italienisch; schulischen kontext selbst,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15949,Karriereportal,Unclassified,Full-time,,bereich sozialpsychologie selbst; tobias greitemeyer telefon; zusammenarbeit mit projektgruppen,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15862,Karriereportal,Unclassified,Full-time,,weiteren sinne von; unternehmensrechtlichen forschungsprojekten erstellung; zivilrecht von vorteil,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15939,Karriereportal,Unclassified,Full-time,,ionenspektroskopie instrumentenentwicklung computer; cryogenen leakout-spektroskopie planung; martin beyer telefon,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15920,Karriereportal,Unclassified,Full-time,,geotechnik numerische berechnungen; naturgefahren massenbewegungen steinschlagmodellierungen; sarah-jane loretz-theodorine telefon,,
1657,https://lfuonline.uibk.ac.at/public/karriereportal.details?asg_id_in=15893,Karriereportal,Full_Professor,Full-time,,sterreichischen steuerrechtsordnung ausgezeichnete; werden eigenst ndig; lehrveranstaltungen unterst tzen,,
