school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1271,https://employment.ric.edu/postings/11234,Rhode Island College Employment Opportunities | Assistant Director of Security and Safety of Administration,Non-academic,Part-time,,Security and Safety of Administration,08/25/2026,
1271,https://employment.ric.edu/postings/11228,Rhode Island College Employment Opportunities | Higher Education Administrative Assistant II,Unclassified,Part-time,Department of Theatre & Dance Position Status Permanent,,,08/26/2026
1271,https://employment.ric.edu/postings/11227,Rhode Island College Employment Opportunities | Legal Assistant,Unclassified,Part-time,,,06/29/2026,
1271,https://employment.ric.edu/postings/11213,Rhode Island College Employment Opportunities | Wellness Coordinator,Non-academic,Full-time,"Center for Health & Wellness at events, including some evening and weekend hours",,08/26/2026,
1271,https://employment.ric.edu/postings/11209,"Rhode Island College Employment Opportunities | Assistant Manager, Payroll Office",Non-academic,Part-time,,,07/30/2026,
1271,https://employment.ric.edu/postings/11208,Rhode Island College Employment Opportunities,Unclassified,Part-time,,,,08/26/2026
1271,https://employment.ric.edu/postings/11206,Rhode Island College Employment Opportunities,Unclassified,Part-time,,,,08/26/2026
1271,https://employment.ric.edu/postings/11205,Rhode Island College Employment Opportunities,Unclassified,Part-time,,,,08/26/2026
1271,https://employment.ric.edu/postings/11204,Rhode Island College Employment Opportunities,Non-academic,Part-time,,,08/25/2026,
1271,https://employment.ric.edu/postings/11201,Rhode Island College Employment Opportunities | Director of Professional Studies and Continuing Education,Unclassified,Part-time,,Professional Studies and Continuing Education,05/11/2026,
1271,https://employment.ric.edu/postings/11191,Rhode Island College Employment Opportunities | Assistive Technology Specialist,Non-academic,Part-time,,,07/07/2026,
1271,https://employment.ric.edu/postings/11178,Rhode Island College Employment Opportunities,Non-academic,Part-time,,,08/18/2026,
1271,https://employment.ric.edu/postings/11177,Rhode Island College Employment Opportunities,Unclassified,Part-time,,,,08/15/2026
1271,https://employment.ric.edu/postings/11149,"Rhode Island College Employment Opportunities | Director, Project Management Office",Assistant_Professor; Associate_Professor; Full_Professor,Part-time,Division of Administration and Finance,,08/03/2026,
1271,https://employment.ric.edu/postings/11143,Rhode Island College Employment Opportunities,Unclassified,Part-time,,,,06/25/2026
1271,https://employment.ric.edu/postings/11136,Rhode Island College Employment Opportunities | Executive Assistant II,Unclassified,Part-time,,,08/09/2026,
1271,https://employment.ric.edu/postings/11118,Rhode Island College Employment Opportunities | Director of Student Financial Aid,Unclassified,Part-time,Department of Education interfaces,Student Financial Aid,07/22/2026,
1271,https://employment.ric.edu/postings/11054,Rhode Island College Employment Opportunities,Unclassified,Full-time,Institute for Cybersecurity & Emerging Technologies Position Type Staff,,07/06/2026,
1271,https://employment.ric.edu/postings/11039,Rhode Island College Employment Opportunities,Unclassified,Full-time,,,,07/09/2026
1271,https://employment.ric.edu/postings/11038,Rhode Island College Employment Opportunities,Unclassified,Full-time,School of business,Deliver instruction,,07/09/2026
1271,https://employment.ric.edu/postings/11034,Rhode Island College Employment Opportunities,Unclassified,Full-time,,Special Education Assignments,,07/08/2026
1271,https://employment.ric.edu/postings/11032,Rhode Island College Employment Opportunities | Assistant Chief Information Officer,Unclassified,Part-time,,,07/08/2026,
1271,https://employment.ric.edu/postings/11023,Rhode Island College Employment Opportunities,Non-academic,Full-time,,,,07/07/2026
1271,https://employment.ric.edu/postings/11020,Rhode Island College Employment Opportunities,Unclassified,Full-time,,,,07/01/2026
1271,https://employment.ric.edu/postings/11018,Rhode Island College Employment Opportunities,Unclassified,Full-time,,,,07/01/2026
1271,https://employment.ric.edu/postings/11004,Rhode Island College Employment Opportunities,Unclassified,Part-time,,Sociology,,06/18/2026
1271,https://employment.ric.edu/postings/11002,"Rhode Island College Employment Opportunities | Coordinator, RI Vision Education and Services",Non-academic,Part-time,Department of Education,,06/12/2025,
1271,https://employment.ric.edu/postings/11001,Rhode Island College Employment Opportunities,Non-academic,Part-time,,,03/31/2026,
1271,https://employment.ric.edu/postings/10999,"Rhode Island College Employment Opportunities | Technical Assistance Specialist, Adult Services",Non-academic,Part-time,,,03/31/2026,
1271,https://employment.ric.edu/postings/10980,Rhode Island College Employment Opportunities | Assistant/Associate/Professor Operations Management,Full_Professor,Part-time,School of Business,management,09/24/2024,
