school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201786631779_1&lang=en_US,Assistant Women's Volleyball Coach,Unclassified,Part-time,,,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201780377212_1&lang=en_US,Assistant Director of Undergraduate Admission,Unclassified,Full-time,,Undergraduate Admission,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201779647816_1&lang=en_US,Senior Accountant,Unclassified,Full-time,,,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201776783984_1&lang=en_US,Assistant Men’s Basketball Coach (Part-time),Unclassified,Part-time,,,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201770663166_1&lang=en_US,Assistant Professor of Nursing,Assistant_Professor,Full-time,,Nursing; simulation,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201769227147_1&lang=en_US,Adjunct,Unclassified,Part-time,,Outlook Moodle educational platform,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201751208312_1&lang=en_US,Adjunct - Clinical Faculty,Unclassified,Full-time,,,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201674365200_1&lang=en_US,Business Law Adjunct,Unclassified,Full-time,,Business Law courses,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201635966214_1&lang=en_US,Anatomy & Physiology Summer Adjunct,Unclassified,Part-time,,Outlook Moodle educational platform,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9200328012458_1&lang=en_US,"Adjunct Instructors, MS Physician Assistant Degree Program (PA)",Unclassified,Full-time,,Physical Diagnosis,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=9201597731638_1&lang=en_US,"Adjunct Professor, MS in Management and BS in Health Sciences",Full_Professor,Full-time,,Management and BS in Health Sciences; Health Administration,,
876,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&jobId=1518488976_1&lang=en_US,Adjunct Pool for Academic Year 2025-2026 Openings,Unclassified,Full-time,,,,
