school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
314,https://www.abac.edu/faculty-staff-resources.html,Faculty & Staff,Unclassified,Full-time,School of Business Health & Wellness To teach or work,,,
314,https://stallionsabac.sharepoint.com/:b:/s/Resources/Ea0Th8D_5sNKqCmE6YS3flsBsYaMW7e-V6VxauTvSbEVzQ?e=MZAsQ8,,Unclassified,Full-time,,,,
