school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1682,https://jobs.sorbonne-universite.fr/job/my-basket-of-jobs.aspx,Ma sélection d'offres Sorbonne Université,Unclassified,Full-time,,lection d'offres; d'offres sorbonne universit; consulter l'ensemble des,,
1682,https://jobs.sorbonne-universite.fr/job/list-of-all-jobs.aspx?all=1&mode=layer#ancrecontenu,Les offres d'emploi Sorbonne Université,Unclassified,Full-time,,offres d'emploi sorbonne; les offres d'emploi; afficher,,
1682,https://jobs.sorbonne-universite.fr/job/all-rss-feeds.aspx,FluxRSSet autres flux,Unclassified,Full-time,,mat riaux; des mat; sciences chimiques,,
1682,https://jobs.sorbonne-universite.fr/job/job-chef-fe-du-pole-projets-d-infrastructures-et-exploitation-f-h_1415.aspx,Chef-fe du Pôle « Projets d'Infrastructures et Exploitation » F/H,Unclassified,Full-time,,projets d'infrastructures; capacit; connaissance des,,
1682,https://jobs.sorbonne-universite.fr/job/job-responsable-du-pole-relation-et-service-a-l-usager-f-h_1360.aspx,Responsable du pôle relation et service à l'usager F/H,Unclassified,Full-time,,relation; usagers; service l'usager,,
1682,https://jobs.sorbonne-universite.fr/job/job-charge-de-mission-sirh-f-h_1385.aspx,Chargé de mission SIRH F/H,Unclassified,Full-time,,sirh; gestionnaires; outil,,
1682,https://jobs.sorbonne-universite.fr/job/job-administrateur-systemes-et-reseaux-f-h_1378.aspx,Administrateur systèmes et réseaux F/H,Non-academic,Full-time,,administrateur; locean; climat,,
1682,https://jobs.sorbonne-universite.fr/job/job-ingenieur-cvc-f-h_1371.aspx,Ingénieur CVC F/H,Non-academic,Full-time,,installations; connaissance approfondie; trise,,
1682,https://jobs.sorbonne-universite.fr/job/job-assistant-ingenieur-en-microscopie-electronique-f-h_1338.aspx,Assistant ingénieur en microscopie électronique F/H,Unclassified,Full-time,,microscopie; biologie; lectronique,,
1682,https://jobs.sorbonne-universite.fr/job/job-responsable-du-bureau-de-la-gestion-financiere-des-contrats-saic_1392.aspx,Responsable du Bureau de la gestion financière des contrats,Unclassified,Full-time,,bureau; contrats; saic,,
1682,https://jobs.sorbonne-universite.fr/job/job-auxiliaire-de-puericulture-f-h_1322.aspx,Auxiliaire de puériculture F/H,Unclassified,Full-time,,riculture; l'enfant; auxiliaire,,
