school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1803,https://careers.jcu.edu.au/jobs/head-of-dentistry-cairns-qld-australia,Head of Dentistry,Non-academic,Full-time,College of Medicine and Dentistry,Dentistry,,
1803,https://careers.jcu.edu.au/jobs/grounds-officer-townsville-qld-australia-eaccddd3-c453-4c04-b685-6db6f0ccbc35,Grounds Officer,Unclassified,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/casual-collection-assistant-cairns-qld-australia,Casual Collection Assistant,Unclassified,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/digital-spaces-engineer-cairns-qld-australia,Digital Spaces Engineer,Unclassified,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/casual-hdr-program-support-officer-townsville-qld-australia,Casual HDR Program Support Officer,Non-academic,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/team-leader-hdr-program-support-townsville-qld-australia,"Team Leader, HDR Program Support",Unclassified,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/lecturer-senior-lecturer-social-work-cairns-qld-australia-townsville,"Lecturer / Senior Lecturer, Social Work",Lecturer,Full-time,,we’d love; region; Social Work,,
1803,https://careers.jcu.edu.au/jobs/research-training-and-researcher-development-advisor-townsville-qld-australia-a2be3fde-e948-471e-8b60-151887273448,Research Training and Researcher Development Advisor,Unclassified,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/teaching-support-officer-cairns-qld-australia-11436f38-490a-401e-9ded-a1cb9f91adfa,Teaching Support Officer,Non-academic,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/educational-designer-cairns-qld-australia-townsville,Educational Designer,Unclassified,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/casual-eoi-laboratory-and-technical-support-townsville-qld-australia-cairns,Casual EOI,Unclassified,Full-time,,,,
1803,https://careers.jcu.edu.au/jobs/casual-nursing-technical-support-mackay-mackay-qld-australia,Casual Nursing Technical Support,Unclassified,Full-time,,,,
