school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
811,https://www.catawba.edu/facultystaff/,Your Catawba,Unclassified,Full-time,,,,
811,https://www.catawba.edu/jobs/,Your Catawba,Assistant_Professor; Associate_Professor; Full_Professor,Part-time,Department of Chemistry and Biochemistry in the Hurley School of Arts and Sciences,,,
811,https://www.catawba.edu/careertraining/,Your Catawba,Non-academic,Full-time,,,,
811,https://www.catawba.edu/careers/,Your Catawba,Unclassified,Full-time,,,,
