school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
435,https://www.martin.edu/jobreadyindy,Bursar,Assistant_Professor; Associate_Professor; Full_Professor,Full-time,,,,
435,https://www.martin.edu/programsandservices,Bursar,Non-academic,Part-time,,,,
435,https://www.in.gov/dwd/career-training-adult-ed/employability-skills/,Employability Skills,Unclassified,Full-time,Department of Workforce Development Start voice,,,
435,https://www.martin.edu/human-resources,Bursar,Unclassified,Full-time,,,,
