school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1626,https://www.trentu.ca/careerspace/,Welcome to Careerspace,Unclassified,Full-time,,careerspace welcome co-op; career-related experiential learning; career plan student,,
1626,https://www.trentu.ca/humanresources/employment/,Employment Opportunities,Unclassified,Part-time,,experiences necessary perspectives; academic cupe employment; durham campus,,
1626,https://www.trentu.ca/humanresources/employment-opportunities,Employment Opportunities,Unclassified,Part-time,,experiences necessary perspectives; academic cupe employment; durham campus,,
1626,https://www.trentu.ca/humanresources/employment-opportunities/full-time-faculty-positions,Full-Time Faculty Positions (TUFA),Assistant_Professor,Part-time,,from underrepresented groups; tenure track peterborough; nursing title location,,
1626,https://www.trentu.ca/humanresources/careers/full-time-faculty/assistant-professor-indigenous-health-tenure-track-0?21613,Assistant Professor (Indigenous Health),Assistant_Professor,Full-time,,assistant professor indigenous; professor indigenous health; indigenous health tenure,"November 07, 2025",
1626,https://www.trentu.ca/humanresources/employment-opportunities/non-academic-positions,Non-Academic Positions,Non-academic,Part-time,,cannot personally respond; posted educational credentials; formal academic training,,
1626,https://www.trentu.ca/humanresources/employment-opportunities/non-academic-positions/important-information-applying,Important Information Before Applying,Unclassified,Part-time,,considered external unless; employees currently holding; collective agreement internal,,
1626,https://www.trentu.ca/humanresources/employment-opportunities/non-academic-positions/frequently-asked-questions,Frequently Asked Questions,Non-academic,Part-time,,opseu collective agreement; future competitions due; external advertising sites,,
1626,https://www.trentu.ca/humanresources/employment-opportunities/part-time-faculty-positions,Part-Time Faculty Positions (CUPE),Non-academic,Part-time,,winter peterborough program-; management accounting sessional; course coordinator tuesday,,
1626,https://www.trentu.ca/humanresources/employment-opportunities/student-academic-support-positions,Student Academic Support Positions,Unclassified,Part-time,,marking grading calculating; discussion groups laboratories; environmental studies indigenous,,
