school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1120,https://uportland.peopleadmin.com/postings/5658,University of Portland Portal,Unclassified,Full-time,,Portland Portal,,08/19/2026
1120,https://uportland.peopleadmin.com/postings/5689,"University of Portland Portal | Assistant Vice President, Advancement",Non-academic,Full-time,,,,
1120,https://uportland.peopleadmin.com/postings/5095,University of Portland Portal,Non-academic,Full-time,Center for Service and Justice,Portland Portal,,03/19/2026
1120,https://uportland.peopleadmin.com/postings/5718,University of Portland Portal,Unclassified,Full-time,,Portland Portal,,08/27/2026
1120,https://uportland.peopleadmin.com/postings/5163,"University of Portland Portal | Adjunct Instructor, School of Nursing &amp; Health Innovations",Non-academic,Part-time,School of Nursing & Health Innovations,Microsoft Office,,04/24/2025
1120,https://uportland.peopleadmin.com/postings/5721,University of Portland Portal | Assistant Sports Performance Coach,Non-academic,Full-time,,,,
1120,https://uportland.peopleadmin.com/postings/5266,"University of Portland Portal | Assistant or Associate Professor of Electrical Engineering, Shiley School of Engineering",Assistant_Professor; Associate_Professor,Full-time,School of Engineering,"Electrical Engineering, Shiley School of Engineering; context of a primarily undergraduate","August 17, 2026","January 4, 2027"
1120,https://uportland.peopleadmin.com/postings/5371,University of Portland Portal | Audio Visual Services Specialist,Non-academic,Full-time,,,,06/29/2026
1120,https://uportland.peopleadmin.com/postings/5377,"University of Portland Portal | Adjunct Instructor, Communication and Media Studies",Unclassified,Part-time,Department of Communication and Media website for information about the department,Communications courses,,"August 15, 2026"
1120,https://uportland.peopleadmin.com/postings/5426,"University of Portland Portal | Assistant Director, Student Accounts",Unclassified,Full-time,,,,
1120,https://uportland.peopleadmin.com/postings/5542,University of Portland Portal,Unclassified,Full-time,,Portland Portal,,
1120,https://uportland.peopleadmin.com/postings/5675,University of Portland Portal,Non-academic,Part-time,,Portland Portal,,08/21/2026
1120,https://uportland.peopleadmin.com/postings/5706,University of Portland Portal,Non-academic,Full-time,,Portland Portal,,08/26/2026
1120,https://uportland.peopleadmin.com/postings/5156,University of Portland Portal,Unclassified,Full-time,,Portland Portal,,
1120,https://uportland.peopleadmin.com/postings/5720,University of Portland Portal | Assistant Provost for Academic Budgets &amp; Faculty Relations,Unclassified,Full-time,,,,08/27/2026
1120,https://uportland.peopleadmin.com/postings/5211,University of Portland Portal | HVAC/R II Technician,Non-academic,Full-time,,,,06/01/2026
1120,https://uportland.peopleadmin.com/postings/5292,"University of Portland Portal | Adjunct Instructor, Initial and Advanced Educator Licensing, School of Education",Unclassified,Part-time,School of Education,Education; Microsoft Office,"April 15, 2026",03/09/2026
1120,https://uportland.peopleadmin.com/postings/5376,"University of Portland Portal | Adjunct Instructor, Theology &amp; Religious Studies",Unclassified,Part-time,Department of Theology & Religious Studies invites applications for Adjunct Instructors,Microsoft Office,,04/22/2026
1120,https://uportland.peopleadmin.com/postings/5421,University of Portland Portal,Non-academic,Full-time,,Portland Portal,,
1120,https://uportland.peopleadmin.com/postings/5468,University of Portland Portal,Non-academic,Full-time,Center for Service & Justice,Portland Portal,,07/13/2026
