school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Director-of-Operations--Event-Management-Services_R0016576,"Director of Operations, Event Management Services",Non-academic,Full-time,,"Operations, Event Management Services",,2026-09-04
727,https://lindenwood.wd1.myworkdayjobs.com/job/Virtual/Admissions-Counselor--Online-Students_R0015629,"Admissions Counselor, Online Students (Remote)",Non-academic,Full-time,,,,2026-09-01
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Staff-Counselor--Temporary-_R0015991,Staff Counselor (Temporary),Unclassified,Full-time,,,,2026-08-31
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Admissions-Counselor--Traditional-Students_R0016521,"Admissions Counselor, Traditional Students",Unclassified,Full-time,,,,2026-08-28
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Writing-Specialist_R0016519,Writing Specialist,Non-academic,Full-time,,,,2026-08-25
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Writing-Specialist--Part-Time-_R0016495,Writing Specialist (Part-Time),Non-academic,Part-time,,,,2026-08-21
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Lead-Business-Analyst_R0016264-2,Lead Business Analyst,Assistant_Professor; Associate_Professor; Full_Professor,Full-time,,,,2026-08-19
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Assistant-Associate-Professor--Counseling_R0015975,"Assistant/Associate Professor, Counseling",Assistant_Professor; Associate_Professor,Full-time,,,,2026-08-19
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Specialist--Payroll-and-Taxation_R0016456,"Specialist, Payroll and Taxation",Non-academic,Full-time,,,,2026-08-18
727,https://lindenwood.wd1.myworkdayjobs.com/job/21220---Roseville/HVAC-Instructor_R0016057,HVAC Instructor,Non-academic,Full-time,,HVAC,,2026-08-11
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Data-Engineer_R0016291,Data Engineer,Unclassified,Full-time,,,,2026-08-03
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Assistant-Athletic-Trainer--10-Month-_R0016281-1,Assistant Athletic Trainer (10 Month),Non-academic,Full-time,,,,2026-07-30
727,https://lindenwood.wd1.myworkdayjobs.com/job/St-Charles-Campus/Data-Processor--Operations_R0016260,"Data Processor, Operations",Unclassified,Full-time,,,,2026-07-30
