school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1362,https://sulross.peopleadmin.com/postings/9443,Graduate Research Assistant II,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9572,Dual Credit Lecturer or Adjunct Instructor in Economics 2026-2027,Lecturer,Part-time,,Economics 2026-2027,,
1362,https://sulross.peopleadmin.com/postings/9369,Graduate Student Support Admissions Coordinator,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9639,Peer Tutor (Lobo Den) 2026-2027,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9511,Peer Tutor (Student Support Services) 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9445,Lifeguard 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9579,Eagle Pass Dual Credit Faculty 2026-2027,Unclassified,Part-time,,Eagle Pass Dual Credit; Mathematics,,
1362,https://sulross.peopleadmin.com/postings/9530,Noyce Graduate Research Assistant 2026-2027,Non-academic,Full-time,College of Education Job No,,,
1362,https://sulross.peopleadmin.com/postings/9384,Project Coordinator GEAR UP- Ft. Stockton,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9642,Work Study-Library Circulation Desk Student Worker-Fall 2026,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9474,Dual Enrollment Lecturer or Adjunct Instructor in Business Administration,Lecturer,Part-time,,Business Administration,,
1362,https://sulross.peopleadmin.com/postings/8985,Athletic Team Bus Drivers -Commercial Driver’s License (CDL),Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9582,Men's Soccer Graduate Assistant 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9535,Head Strength & Conditioning Coach,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9395,Assistant Professor of Theatre,Assistant_Professor,Full-time,Department of Fine Arts,Theatre,,
1362,https://sulross.peopleadmin.com/postings/9652,Work Study for Institutional Effectiveness,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9484,Custodial Worker,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9265,Graduate Research Assistant III(PhD),Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9591,Part-Time Faculty,Unclassified,Part-time,,Agribusiness courses,,
1362,https://sulross.peopleadmin.com/postings/9541,Graduation Coordinator,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9406,Adjunct Instructor of Communication,Unclassified,Part-time,Dept of Natural & Behavioral Sciences Job No,Communication; accordance,,
1362,https://sulross.peopleadmin.com/postings/9663,Work Study Student Assistant,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9595,Part Time Nursing Faculty 2026-2027,Unclassified,Part-time,,Nursing; same,,
1362,https://sulross.peopleadmin.com/postings/9491,Adjunct Instructor of Journalism,Unclassified,Full-time,,Journalism,,
1362,https://sulross.peopleadmin.com/postings/9329,Residential Living Office Assistant (OA) 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9554,Adjunct Marching Band Techniques,Lecturer,Part-time,,Marching Band Techniques,,
1362,https://sulross.peopleadmin.com/postings/9418,Visiting Assistant Professor- Habitat Restoration and Applied Ecosystem Science,Assistant_Professor,Full-time,,wildlife habitat restoration; applied ecosystem science,,
1362,https://sulross.peopleadmin.com/postings/9667,"Work Study-Student Assistant Civic Engagement, Student Assistance 2026-2027",Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9342,Residential Living Resident Assistant (RA)  2026-2027,Unclassified,Full-time,,Maintenance,,
1362,https://sulross.peopleadmin.com/postings/9602,Adjunct Professor of Theatre,Full_Professor,Full-time,Department of Fine Arts,Theatre,,
1362,https://sulross.peopleadmin.com/postings/9494,Adjunct Instructor in Applied Artificial Intelligence (AI),Unclassified,Part-time,,Applied Artificial Intelligence; resulting,,
1362,https://sulross.peopleadmin.com/postings/9669,Work Study-Ace Office and Student Lounge Assistant,Unclassified,Full-time,Center for Excellence Job No,,,
1362,https://sulross.peopleadmin.com/postings/9556,Adjunct in Music-Band Director for Banda Lobos,Unclassified,Part-time,,Music-Band Director for Banda Lobos,,
1362,https://sulross.peopleadmin.com/postings/9425,Adjunct Instructor of Computer Science-INTL,Unclassified,Part-time,Dept of Natural & Behavioral Sciences Job No,Computer Science-INTL; accordance,,
1362,https://sulross.peopleadmin.com/postings/9347,"Black Bear Technician-short term, no degree required 2026-2027",Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9608,Adjunct Faculty Lecturer Anthropology,Lecturer,Full-time,,Alpine,,
1362,https://sulross.peopleadmin.com/postings/9500,Dual Credit Lecturer or Adjunct Instructor in Art Appreciation 2026-2027,Lecturer,Part-time,,Art Appreciation 2026-2027,,
1362,https://sulross.peopleadmin.com/postings/9562,Dual Credit Lecturer or Adjunct Instructor in Philosophy 2026-2027,Lecturer,Part-time,,Philosophy 2026-2027,,
1362,https://sulross.peopleadmin.com/postings/9431,Business Advisor,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9354,Graduate Assistant Level 2,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9629,SRSU Student Worker-Small Business Development Center- Eagle Pass,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9506,Dual Credit Lecturer or Adjunct Instructor in Government 2026-2027,Lecturer,Part-time,,Government 2026-2027,,
1362,https://sulross.peopleadmin.com/postings/9439,Adjunct Instructor of English for faculty pool; candidates may be called as department needs arise,Unclassified,Part-time,,English courses,,
1362,https://sulross.peopleadmin.com/postings/9568,Graduate Assistant,Unclassified,Full-time,department of athletics for volleyball,,,
1362,https://sulross.peopleadmin.com/postings/9367,Mental Health Counselor and Crime Prevention and Outreach Specialist,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9637,Work Study-Program Support Assistant,Non-academic,Full-time,Center for Big Bend Studies Job No,,,
1362,https://sulross.peopleadmin.com/postings/9510,Dual Credit Lecturer or Adjunct Instructor in Psychology 2026-2027,Lecturer,Part-time,,Psychology 2026-2027,,
1362,https://sulross.peopleadmin.com/postings/9444,Lifeguard Summer 2026,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9575,Dual Credit Lecturer or Adjunct Instructor in Mathematics 2026- 2027,Lecturer,Part-time,,Mathematics 2026- 2027,,
1362,https://sulross.peopleadmin.com/postings/9524,Counseling and Accessibility Administrative Specialist,Non-academic,Full-time,Center of the Big Bend,,,
1362,https://sulross.peopleadmin.com/postings/9383,"Project Coordinator GEAR UP- Marfa, Ft. Davis, Presidio",Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9641,Police Officer,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9446,Graduate Assistant,Unclassified,Full-time,"Department of Recreational Programming mission, vision, and policies and procedures",,,
1362,https://sulross.peopleadmin.com/postings/9580,Campus Activities Coordinator,Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9533,Assistant Athletic Director of Athletic for Business and Operations,Unclassified,Full-time,,Athletic for Business and Operations,,
1362,https://sulross.peopleadmin.com/postings/9394,"Full-Time Dual Credit Lecturer or Adjunct Instructor in Psychology 9-month, non-tenure track (renewable)",Lecturer,Full-time,,"Psychology 9-month, non-tenure track",,8/26/2025
1362,https://sulross.peopleadmin.com/postings/9644,Student Worker - Student Publications position - Skyline/Sage 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9475,Dual Enrollment Lecturer or Adjunct Instructor in History EPLA,Lecturer,Part-time,,History EPLA,,
1362,https://sulross.peopleadmin.com/postings/9007,University Recruiter-Alpine,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9588,"Visiting Assistant Professor, Upland Gamebird Research in Arid and Semi-arid Systems",Assistant_Professor,Full-time,,Arid and Semi-arid Systems; Semi-arid Systems Location Alpine Department; Semi-arid Systems Bookmark this Posting,,
1362,https://sulross.peopleadmin.com/postings/9536,Counselor and Accessibility Services Coordinator,Non-academic,Full-time,,attends trainings,,
1362,https://sulross.peopleadmin.com/postings/9397,Assistant Professor of Clinical Mental Health Counselling,Assistant_Professor,Full-time,,Clinical Mental Health Counselling,,
1362,https://sulross.peopleadmin.com/postings/9653,Graduate Research/Teaching Assistant,Unclassified,Full-time,,Assistant Location Alpine Department Languages,,
1362,https://sulross.peopleadmin.com/postings/9593,Part Time Faculty,Unclassified,Part-time,,Animal Science Courses Security Sensitive,,
1362,https://sulross.peopleadmin.com/postings/9487,University Recruiter- El Paso,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9327,Maintenance Assistant (MA) 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9543,Graduate Assistant,Unclassified,Full-time,department of athletics for baseball,,,
1362,https://sulross.peopleadmin.com/postings/9416,Work Study,Unclassified,Full-time,department of the Bryan Wildenthal Memorial Library,northern Mexico,,
1362,https://sulross.peopleadmin.com/postings/9664,Administrative Assistant – Education Department,Unclassified,Full-time,College of Education Job No,,,
1362,https://sulross.peopleadmin.com/postings/9599,Dual Credit Lecturer or Adjunct Instructor of Biology,Lecturer,Part-time,,Biology,,
1362,https://sulross.peopleadmin.com/postings/9493,Adjunct Instructor of Spanish for faculty pool; candidates may be called as department needs arise.,Unclassified,Part-time,,Spanish courses,,
1362,https://sulross.peopleadmin.com/postings/9330,Director of the Meadows Research Institute for West Texas Water,Unclassified,Full-time,Institute for West Texas Water,,,
1362,https://sulross.peopleadmin.com/postings/9555,Adjunct Percussions Instructor,Unclassified,Part-time,,Percussions,,
1362,https://sulross.peopleadmin.com/postings/9424,Adjunct Faculty in Digital Art and Design,Unclassified,Full-time,,Digital Art and Design; digital media,,
1362,https://sulross.peopleadmin.com/postings/9668,Visiting Assistant Professor of Business,Assistant_Professor,Full-time,,Business,,
1362,https://sulross.peopleadmin.com/postings/9346,Adjunct Instructor of Chemistry-INTL,Unclassified,Part-time,Dept of Natural & Behavioral Sciences Job No,Chemistry-INTL; accordance,,
1362,https://sulross.peopleadmin.com/postings/9605,Adjunct Instructor,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9498,Dual Credit Lecturer or Adjunct Instructor in Criminal Justice 2026-2027,Lecturer,Part-time,,Criminal Justice 2026-2027,,
1362,https://sulross.peopleadmin.com/postings/9670,Work Study/Student Worker Campus Activities 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9561,Dual Credit Lecturer or Adjunct Instructor in Sociology 2026-2027,Lecturer,Part-time,,Sociology 2026-2027,,
1362,https://sulross.peopleadmin.com/postings/9428,Student Assistant-Equipment Maintenance Helper 2026-2027,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9352,Part-Time Gift Shop Sales Associate,Unclassified,Part-time,,,,
1362,https://sulross.peopleadmin.com/postings/9620,Adjunct MS Clinical Mental Health Counseling,Unclassified,Part-time,,practical clinical; Ethics Multicultural Counseling Group Counseling,,
1362,https://sulross.peopleadmin.com/postings/9504,Dual Enrollment Lecturer or Adjunct Instructor in Communication 2026-2027,Lecturer,Part-time,,Communication 2026-2027; Communications,,
1362,https://sulross.peopleadmin.com/postings/9433,Student Technician; Borderlands Undergraduate Mentorship Position (BUMP),Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9567,Graduate Assistant,Unclassified,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9361,Retention Specialist (Student Support Services),Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9635,Graduate Research Assistant III(PhD),Non-academic,Full-time,,,,
1362,https://sulross.peopleadmin.com/postings/9508,Dual Credit Lecturer or Adjunct Instructor in History 2026-2027,Lecturer,Part-time,,History 2026-2027,,
