school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1487,https://www.hollins.edu/beyond-hollins/career-center-and-life-design/,Career and Life Design,Unclassified,Full-time,,,,
