school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/participation-act,Select language,Unclassified,Full-time,,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/privacy-statement-for-job-applicants,Select language,Unclassified,Full-time,,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/full-professor-banking-finance,Full Professor Banking & Finance,Full_Professor,Full-time,School of Economics,Banking; preferably membership of policy; Finance,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-position-in-generative-ai-in-health-technology-assessment-hta,PhD Position in Generative AI in Health Technology Assessment (HTA),Unclassified,Full-time,Department of Pharmaceutical Sciences,Generative AI in Health Technology Assessment,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoc-ai-driven-urban-redesign-for-health,Postdoc: AI-driven Urban (Re)Design for Health,Research_Fellow,Full-time,,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/research-technician,Research Technician,Non-academic,Full-time,Division of Pharmacology,pharmaceutical sciences; adjacent,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-position-in-virus-glycan-interactions,PhD Position in Virus-Glycan Interactions,Unclassified,Full-time,Institute for Pharmaceutical Sciences,Virus-Glycan Interactions; department of Pharmaceutical Sciences,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/chirurgisch-internship-gezelschapsdieren,Select language,Unclassified,Full-time,,regenerative medicine; reproduction,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoc-nature-based-solutions-co-creation-digital-tech-in-rural-areas,"Postdoc: Nature-Based Solutions, Co-Creation & Digital Tech in Rural Areas",Research_Fellow,Part-time,Department of Human Geography and Spatial Planning and it will be supervised by Prof,Rural Areas,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoc-organisational-culture-in-european-work-places-and-gender-inequality,Postdoc: organisational culture in European work places and gender (in)equality,Research_Fellow,Part-time,Department of Sociology,European work places and gender; finding solutions; societal issues; interdisciplinary social science,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/research-assistant,Research Assistant,Non-academic,Part-time,,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-position-on-exposing-the-contribution-of-epialleles-to-heritable-variation,PhD position on Exposing the Contribution of Epialleles to Heritable Variation,Assistant_Professor; Research_Fellow,Full-time,Institute of Ecology in Wageningen,Epialleles to Heritable Variation; Institute of Environmental Biology; Biocomplexity; PhD courses,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-position-competition-law-enforcement-in-mixed-markets,PhD position: Competition Law Enforcement in Mixed Markets,Unclassified,Full-time,"Faculty of Law, Economics and Governance is a faculty",Mixed Markets,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoctoral-researcher-on-marine-carbon-dioxide-removal-mcdrmrv,Postdoctoral researcher on Marine Carbon Dioxide Removal (mCDR:MRV),Research_Fellow,Full-time,Department of Earth Sciences,Marine Sciences; Earth,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-student-neurotoxicity-of-herbal-supplements,Select language,Unclassified,Full-time,division of the Institute for Risk Assessment Sciences,team of motivated scientists; fellow PhD students,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-in-global-talent-mobility-and-europes-strategic-autonomy,Select language,Unclassified,Full-time,Faculty of Geosciences,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-position-on-modelling-of-turbidity-current-fluxes-in-submarine-canyons,PhD position on Modelling of turbidity current fluxes in submarine canyons,Research_Fellow,Full-time,,Hydraulic Engineering; Earth Sciences,"October 2, 2026",
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-mixing-in-turbidity-currents-in-experiments-and-submarine-canyons,Select language,Research_Fellow,Full-time,,Hydraulic Engineering; Earth Sciences,"October 2, 2026",
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoc-position-on-multimedia-analysis,Postdoc Position on Multimedia Analysis,Research_Fellow,Full-time,Department of Information and Computing Sciences,analysing the complex multidimensional feature; this postdoctoral position focuses on,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/analytical-chemical-technician-geolab-for-water-analysis,Analytical chemical technician GeoLab for water analysis,Non-academic,Full-time,,PhD students; system Earth,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoc-position-in-efficient-nlp-for-information-extraction-from-news,Postdoc position in Efficient NLP for Information Extraction from News,Research_Fellow,Full-time,Department of Information and Computing Sciences,Efficient NLP for Information Extraction from News; explainable machine learning; structuring information,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/job-alerts,Select language,Unclassified,Full-time,,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-position-on-predictive-plant-microbiome-pathogen-interactions,PhD Position on Predictive Plant–Microbiome–Pathogen Interactions,Research_Fellow,Full-time,,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-co-production-of-land-use-futures-for-brazil,PhD: Co-production of land use futures for Brazil,Unclassified,Full-time,Institute of Social Studies,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-freeze-fight-flight-dynamics-in-mental-health-care,PhD: Freeze-Fight-Flight Dynamics in Mental Health Care,Unclassified,Full-time,Department of Clinical Psychology,Mental Health Care; finding solutions; societal; interdisciplinary social science,,"November 1, 2026"
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/phd-spatial-optimization-of-land-use-in-brazil,PhD: Spatial Optimization of Land Use in Brazil,Unclassified,Full-time,Department of Sustainable Development,Land Use in Brazil,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/resident-in-veterinary-parasitology,Resident in Veterinary Parasitology,Non-academic,Full-time,Faculty of Veterinary Medicine,Veterinary Parasitology; research topics of the group; sustainable parasite control; Qualification,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoc-subsurface-freshwater-storage-and-groundwater-modelling,Postdoc: Subsurface Freshwater Storage and Groundwater Modelling,Research_Fellow,Full-time,Faculty of Geosciences,,,
1723,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/postdoc-position-in-ai-foundation-models-for-crop-microbiomes,Postdoc Position in AI Foundation Models for Crop Microbiomes,Research_Fellow,Full-time,centre of the project is ARCA,AI Foundation Models for Crop Microbiomes,,
