school_id,posting_url,job_title_in_post,position_type,job_term,department_or_school,area_key_words,deadline_of_application,position_start_date
376,https://www.careers.luc.edu/postings/35542,Position Details,Research_Fellow,Full-time,Department of Cell & Molecular Physiology,mass spectrometry Enthusiasm,,
376,https://www.careers.luc.edu/postings/34913,SENIOR DIRECTOR OF ADVANCEMENT INFORMATION SERVICES & REPORTING,Non-academic,Full-time,,,,
376,https://www.careers.luc.edu/postings/35730,RESEARCH ASSISTANT I,Non-academic,Part-time,,,,
376,https://www.careers.luc.edu/postings/35278,Position Details,Unclassified,Full-time,School of Health Sciences and Public Health,Survival analysis Hierarchical; multiple advanced statistical methodologies,,
376,https://www.careers.luc.edu/postings/34012,"School of Law, Assistant Professor of Law, Tenure Track",Assistant_Professor,Part-time,"School of Law, Assistant Professor of Law, Tenure Track","Law, Assistant Professor of Law, Tenure Track; hybrid format",,08/10/2026
376,https://www.careers.luc.edu/postings/35586,Research Assistant I (Larsen Lab),Non-academic,Full-time,DEPARTMENT OF MEDICINE Location Code DEPARTMENT OF MEDICINE,,,
376,https://www.careers.luc.edu/postings/34963,Clinical Research Coordinator II,Non-academic,Full-time,,coordination,,
376,https://www.careers.luc.edu/postings/35746,Position Details,Unclassified,Part-time,Faculty for Nurse Clinical Instructor,,,
376,https://www.careers.luc.edu/postings/35301,Position Details,Unclassified,Full-time,"School of Business, Instructor of Management",Management,,08/10/2026
376,https://www.careers.luc.edu/postings/34124,Position Details,Unclassified,Full-time,,,,
376,https://www.careers.luc.edu/postings/33127,Position Details,Non-academic,Part-time,SCHOOL OF EDUCATION,Applied Behavior Analysis,,08/15/2025
376,https://www.careers.luc.edu/postings/35620,Post-Doctoral Research Scholar,Research_Fellow,Full-time,Department of Microbiology and Immunology,,,
376,https://www.careers.luc.edu/postings/35029,Research Assistant II,Non-academic,Full-time,DEPARTMENT OF CANCER BIOLOGY Location Code Dept of Cancer Biology,,,
376,https://www.careers.luc.edu/postings/34130,Position Details,Lecturer,Part-time,College of Arts and Sciences,Forensic Molecular Biology,,08/10/2026
376,https://www.careers.luc.edu/postings/35357,Position Details,Non-academic,Full-time,,,,
376,https://www.careers.luc.edu/postings/33157,Position Details,Unclassified,Part-time,,,,
376,https://www.careers.luc.edu/postings/35629,Employment Opportunities Designed to Help Us Collaborate in Creation!,Unclassified,Full-time,,,,
376,https://www.careers.luc.edu/postings/35092,Gale Sustainable Community Schools Parent Coordinator,Non-academic,Full-time,SCHOOL OF EDUCATION Location Code SCHOOL OF EDUCATION,,,
376,https://www.careers.luc.edu/postings/34477,Post-Doctoral Research Scholar,Research_Fellow,Full-time,,,,
376,https://www.careers.luc.edu/postings/35384,Simulation Specialist,Non-academic,Full-time,CENTER FOR SIMULATION EDUC Location Code CENTER FOR SIM,,,
376,https://www.careers.luc.edu/postings/35108,"School of Law, Clinical Assistant Professor, Health Justice Project, Non-Tenure Track",Assistant_Professor,Full-time,SCHOOL OF LAW INST HEALTH LAW,"Law, Clinical Assistant Professor, Health Justice Project, Non-Tenure Track; Fellow",,08/01/2026
376,https://www.careers.luc.edu/postings/33177,Staff Scientist,Unclassified,Full-time,Department of Molecular Pharmacology and Neuroscience,,,
376,https://www.careers.luc.edu/postings/35688,"Associate Director, School Engagement & Giving",Unclassified,Full-time,,,,
376,https://www.careers.luc.edu/postings/34500,Position Details,Assistant_Professor; Research_Fellow,Full-time,Department of Cell & Molecular Physiology,,,
376,https://www.careers.luc.edu/postings/35388,Assistant Vice President for Development,Unclassified,Full-time,,,,
376,https://www.careers.luc.edu/postings/35130,"University Libraries, Associate Dean for Collection Strategy",Unclassified,Full-time,,Office of Advancement,,07/01/2026
376,https://www.careers.luc.edu/postings/33181,Position Details,Assistant_Professor; Research_Fellow,Full-time,DEPARTMENT OF MEDICINE Location Code DEPARTMENT OF MEDICINE,lung regeneration; diseases,,
376,https://www.careers.luc.edu/postings/35692,Assistant Director of Residence Life,Non-academic,Full-time,,Residence Life,,
376,https://www.careers.luc.edu/postings/34692,Position Details,Assistant_Professor; Associate_Professor; Full_Professor,Full-time,SCHOOL OF NURSING,needs Employ a variety of,,07/01/2026
376,https://www.careers.luc.edu/postings/35418,Position Details,Assistant_Professor; Associate_Professor; Full_Professor,Full-time,,,,"July 1, 2027"
376,https://www.careers.luc.edu/postings/35166,Position Details,Assistant_Professor; Associate_Professor,Full-time,"School of Education, Clinical Assistant Professor in School Psychology",,,08/10/2026
376,https://www.careers.luc.edu/postings/33383,RESEARCH ASSISTANT II,Non-academic,Full-time,,,,
376,https://www.careers.luc.edu/postings/35697,Men's Volleyball: Coaching Specialist,Non-academic,Part-time,,,,
376,https://www.careers.luc.edu/postings/35494,Assistant Professor,Assistant_Professor,Full-time,Department of Cell and Molecular Physiology,,,
376,https://www.careers.luc.edu/postings/34744,Post-Doctoral Research Scholar,Research_Fellow,Full-time,,translational disease research; epithelial biology,,
376,https://www.careers.luc.edu/postings/35226,Project Coordinator,Non-academic,Part-time,SCHOOL OF SOCIAL WORK Location Code SCHOOL OF SOCIAL WORK,,,
376,https://www.careers.luc.edu/postings/33592,"Assistant Director, Admissions",Unclassified,Full-time,,,,
376,https://www.careers.luc.edu/postings/35708,RESIDENT DIRECTOR,Non-academic,Full-time,Department of Residence Life student organization,,,
376,https://www.careers.luc.edu/postings/35538,Position Details,Unclassified,Full-time,,,,
376,https://www.careers.luc.edu/postings/34838,Position Details,Non-academic,Part-time,SCHOOL OF NURSING Location Code SCHOOL OF NURSING,,,
376,https://www.careers.luc.edu/postings/35253,Research Assistant I- Nishimura Lab,Non-academic,Full-time,,,,
376,https://www.careers.luc.edu/postings/33967,Part-time Science Lab Instructor Instructor,Unclassified,Part-time,SCHOOL OF NURSING,,,01/15/2025
376,https://www.careers.luc.edu/postings/35728,Position Details,Research_Fellow,Full-time,Department of Cell & Molecular Physiology,,,
