school_id,name,country,base_url,careers_link,ats_platform,confidence,notes,scraper_status
1086,University of Science and Arts of Oklahoma,US,https://usao.edu/,https://usao.edu/about/human-resources/careers-at-usao.html,own website,medium,OK-2hop:OK:3,generic scraper
1087,Rogers State University,US,https://www.rsu.edu/,https://my.rsu.edu/ICS/RSU_Jobs/RSU_Employment_Opportunities.jnz,own website,medium,OK-2hop:OK:4,generic scraper
1088,Southeastern Oklahoma State University,US,https://www.se.edu/,https://seok.csod.com/ux/ats/careersite/1/home?c=seok,Cornerstone OnDemand,high,OK:8,adapter built
1090,University of Central Oklahoma,US,https://www.uco.edu/,https://www.uco.edu/offices/people-culture/hr/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1091,Oklahoma Panhandle State University,US,https://www.opsu.edu/,https://opsu.edu/job-opportunities/,own website,medium,OK-2hop:OK:5,generic scraper
1093,Cameron University,US,https://www.cameron.edu/,https://jobs.silkroad.com/Cameron/Careers/jobs/1802,own website,medium,OK-2hop:OK:7,generic scraper
1094,Randall University,US,https://www.ru.edu/,https://ru.edu/about-randall/jobs/,own website,medium,OK-2hop:OK:2,generic scraper
1095,Bacone College,US,https://www.bacone.edu/,https://www.bacone.edu/job-openings/,own website,high,playwright_failed:Error;hand-verified-sync,generic scraper
1096,University of Oklahoma-Norman Campus,US,https://www.ou.edu/,https://jobs.ou.edu/,own website,medium,OK:5,generic scraper
1098,Oklahoma City University,US,https://www.okcu.edu/,https://careers.okcu.edu/jobs/search,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1100,Oklahoma State University-Main Campus,US,https://www.okstate.edu/,https://jobs.okstate.edu/jobs/search/search-page-oklahoma-state?page=1&employment_type_uids%5B%5D=369d5b24d91990b57f28e9ebbee41ffa&employment_type_uids%5B%5D=5c5da7ec2907fcbb8822ceda56aa53d0&query=,own website,medium,OK-2hop:OK:16 [playwright],generic scraper
1101,Northeastern State University,US,https://www.nsuok.edu/,https://nsuok.csod.com/ux/ats/careersite/4/home?c=nsuok,Cornerstone OnDemand,high,OK:8,adapter built
1103,University of Tulsa,US,https://utulsa.edu/,https://utulsa-ibvjjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,Oracle Cloud HCM,high,OK:9,adapter built
1104,Southwestern Oklahoma State University,US,https://www.swosu.edu/,https://swosu.csod.com/ux/ats/careersite/4/home?c=swosu,Cornerstone OnDemand,high,OK-2hop:OK:11,adapter built
1105,Southern Oregon University,US,https://www.sou.edu/,https://hrs.sou.edu/working-at-sou/search-jobs/,own website,medium,OK-2hop:OK:2,generic scraper
1106,Oregon State University-Cascades Campus,US,https://osucascades.edu/,https://oregonstate.wd501.myworkdayjobs.com/OSU_Careers_Site,Workday,high,OK-2hop:OK:8,adapter built
1107,Oregon State University,US,https://oregonstate.edu/,https://oregonstate.wd501.myworkdayjobs.com/OSU_Careers_Site,Workday,high,OK-2hop:OK:8,adapter built
1108,Bushnell University,US,https://www.bushnell.edu/,https://recruitingbypaycor.com/career/CareerHome.action?clientId=8a7883d0821e1a630182266519e502b6,own website,medium,OK-2hop:OK:5,generic scraper
1109,University of Oregon,US,https://www.uoregon.edu/,https://careers.uoregon.edu/cw/en-us/job/536245/temporary-employment-pool-2026,own website,medium,OK-2hop:OK:9,generic scraper
1110,Pacific University,US,https://www.pacificu.edu/,https://www.pacificu.edu/directory/finance-administration/human-resources/jobs-pacific,own website,medium,OK-2hop:OK:3,generic scraper
1111,Oregon Institute of Technology,US,https://www.oit.edu/,https://jobs.oit.edu/postings/search,own website,medium,OK-2hop:OK:5,generic scraper
1112,Eastern Oregon University,US,https://www.eou.edu/,http://eou.peopleadmin.com,PeopleAdmin,high,OK-2hop:OK:8,adapter built
1113,Linfield University,US,https://www.linfield.edu/,https://www.linfield.edu/humanresources/employment.html,own website,medium,OK-2hop:OK:3,generic scraper
1114,Western Oregon University,US,https://wou.edu/,https://wou.edu/hr/employment/jobs/,own website,medium,OK-2hop:OK:5,generic scraper
1115,George Fox University,US,https://www.georgefox.edu/,https://www.georgefox.edu/offices/hr/careers/index.html,own website,medium,OK-2hop:OK:5,generic scraper
1116,Lewis & Clark College,US,https://www.lclark.edu/,https://www.lclark.edu/offices/human_resources/jobs/,own website,medium,OK-2hop:OK:3,generic scraper
1118,Portland State University,US,https://www.pdx.edu/,https://jobs.hrc.pdx.edu/,own website,medium,OK-2hop:OK:7,generic scraper
1119,Reed College,US,https://www.reed.edu/,https://reed-college.breezy.hr/,own website,high,OK-2hop:OK:10,generic scraper
1120,University of Portland,US,https://www.up.edu/,https://uportland.peopleadmin.com/,PeopleAdmin,high,OK:8,adapter built
1121,Warner Pacific University,US,https://www.warnerpacific.edu/,https://warnerpacific.catsone.com/careers/1611/jobs/16840743-Vice-President-for-Enrollment-Management-and-Marketing,own website,medium,OK-2hop:OK:4,generic scraper
1122,Corban University,US,https://www.corban.edu/,https://www.corban.edu/human-resources/,own website,medium,OK-2hop:OK:1,generic scraper
1123,Willamette University,US,https://www.willamette.edu/,https://willamette.wd501.myworkdayjobs.com/WillametteUniversityJobs,Workday,high,OK-2hop:OK:8,adapter built
1124,Pennsylvania State University-Penn State Abington,US,https://www.abington.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=b0858b72065c01db6fcc2c00c501ea12,Workday,high,OK-2hop:OK:6,adapter built
1125,Cedar Crest College,US,https://www.cedarcrest.edu/,https://www.paycomonline.net/v4/ats/web.php/portal/62D4FBF25A09F3EBE58345A7B7B899F9/career-page,own website,medium,OK-2hop:OK:5,generic scraper
1126,Muhlenberg College,US,https://www.muhlenberg.edu/,https://muhlenberg.wd1.myworkdayjobs.com/MuhlenbergCareers,Workday,high,OK-2hop:OK:8,adapter built
1127,Pennsylvania State University-Penn State Altoona,US,https://altoona.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=ac1efd63d810019d9b1dec32c7010c1c,Workday,high,OK-2hop:OK:6,adapter built
1128,Lebanon Valley College,US,https://www.lvc.edu/,https://www.lvc.edu/breen-center/,own website,medium,OK-2hop:OK:2,generic scraper
1129,Neumann University,US,https://www.neumann.edu/,https://www.neumann.edu/about/humanresources/employment#Faculty,own website,medium,OK-2hop:OK:12,generic scraper
1131,Lehigh University,US,https://www.lehigh.edu/,http://careers.pageuppeople.com/865/cw/en-us/listing,PageUp,high,OK-2hop:OK:8,generic scraper (verified working)
1132,Moravian University,US,https://www.moravian.edu/,https://www.moravian.edu/career-success,own website,medium,OK-2hop:OK:2,generic scraper
1133,University of Pittsburgh-Bradford,US,https://www.upb.pitt.edu/,https://cfopitt.taleo.net/careersection/pitt_staff_external/jobdetail.ftl?job=26003465&tz=GMT-04%3A00&tzname=America%2FNew_York,Taleo,high,OK-2hop:OK:8,generic scraper (verified working)
1134,Bryn Mawr College,US,https://www.brynmawr.edu/,https://brynmawr.wd12.myworkdayjobs.com/External,Workday,high,OK-2hop:OK:6,adapter built
1135,Dickinson College,US,https://www.dickinson.edu/,https://jobs.dickinson.edu/,own website,medium,OK:7,generic scraper
1136,DeSales University,US,https://www.desales.edu/,https://recruitingbypaycor.com/career/CareerHome.action?clientId=8a7883d0930d0e990193232e613f0336,own website,medium,OK-2hop:OK:5,generic scraper
1137,Pennsylvania State University-Penn State Lehigh Valley,US,https://lehighvalley.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=c80ecc155645012544a5405fc50190d3,Workday,high,OK-2hop:OK:6,adapter built
1138,Wilson College,US,https://www.wilson.edu/,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=04C041120ED4B4CA39C09ACAC69625CF,own website,medium,OK-2hop:OK:4,generic scraper
1139,Widener University,US,https://www.widener.edu/,https://www.widener.edu/academics/academic-resources-success/academic-career-support,own website,medium,OK-2hop:OK:11,generic scraper
1142,Ursinus College,US,https://www.ursinus.edu/,https://www.ursinus.edu/offices/human-resources/employment-opportunities/,own website,medium,OK-2hop:OK:4,generic scraper
1143,Mount Aloysius College,US,https://www.mtaloy.edu/,https://recruitingbypaycor.com/career/CareerHome.action?clientId=8a7883d098156f9c01982e34a60801d2,own website,medium,OK-2hop:OK:5,generic scraper
1144,Misericordia University,US,https://www.misericordia.edu/,https://www.misericordia.edu/campus-community/other-offices/human-resources/employment-opportunities,own website,medium,OK-2hop:OK:4,generic scraper
1145,Pennsylvania State University-Penn State Wilkes-Barre,US,https://wilkesbarre.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=ac1efd63d81001c8b2334232c701021c,Workday,high,OK-2hop:OK:6,adapter built
1146,Delaware Valley University,US,https://www.delval.edu/,https://delval.edu/careers-delval,own website,medium,OK:2 [playwright],generic scraper
1147,Pennsylvania State University-Penn State Scranton,US,https://scranton.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=12c4a9bad727016b853043abc5019111,Workday,high,OK-2hop:OK:6,adapter built
1148,East Stroudsburg University of Pennsylvania,US,https://www.esu.edu/,https://ESU.csod.com/ux/ats/careersite/6/home?c=esu,Cornerstone OnDemand,high,OK-2hop:OK:11,adapter built
1149,Lafayette College,US,https://www.lafayette.edu/,http://hr.lafayette.edu/employment/job-opportunities/,own website,medium,OK-2hop:OK:7,generic scraper
1150,Elizabethtown College,US,https://www.etown.edu/,https://www.etown.edu/offices/human-resources/careers.aspx,own website,medium,OK-2hop:OK:5,generic scraper
1151,Gannon University,US,https://www.gannon.edu/,https://gannon.peopleadmin.com/,PeopleAdmin,high,OK-2hop:OK:8,adapter built
1152,Mercyhurst University,US,https://www.mercyhurst.edu/,https://www.mercyhurst.edu/human-resources/jobs,own website,medium,OK-2hop:OK:6,generic scraper
1153,Pennsylvania State University-Penn State Erie-Behrend College,US,https://behrend.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=52f02272e496018b56ce3eacc501b417,Workday,medium,OK-2hop:OK:3,adapter built
1154,Gettysburg College,US,https://www.gettysburg.edu/,https://www.gettysburg.edu/offices/provost/academic-positions/,own website,medium,OK-2hop:OK:18,generic scraper
1155,Arcadia University,US,https://www.arcadia.edu/,https://www.arcadia.edu/about-arcadia/offices-facilities-services/human-resources,own website,medium,OK-2hop:OK:3,generic scraper
1156,Seton Hill University,US,https://www.setonhill.edu/,https://www.setonhill.edu/success-after-seton-hill/your-career-team.html,own website,medium,OK-2hop:OK:2,generic scraper
1157,University of Pittsburgh-Greensburg,US,https://www.greensburg.pitt.edu/,https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobsearch.ftl?lang=en&portal=12100023232,Taleo,high,OK-2hop:OK:11,generic scraper (verified working)
1158,Thiel College,US,https://www.thiel.edu/,https://www.thiel.edu/offices/human-resources/employment-opportunities,own website,medium,OK-2hop:OK:4,generic scraper
1159,Gwynedd Mercy University,US,https://www.gmercyu.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=26d7eba1-7ff1-4642-a01e-31acc49de6f5&ccId=19000101_000001&lang=en_US,ADP,high,OK-2hop:OK:7,adapter built
1160,Harrisburg University of Science and Technology,US,https://www.harrisburgu.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?lang=en_US&cid=d7d41d6e-e9f2-43e0-af0f-ac2146083d4f&ccId=19000101_000001,ADP,high,OK-2hop:OK:9,adapter built
1161,Haverford College,US,https://www.haverford.edu/,https://www.myworkday.com/haverford,own website,high,OK:6 [playwright],generic scraper
1162,Pennsylvania State University-Penn State Hazleton,US,https://hazleton.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=e0040d8047ed01d55af7b563c5015f14,Workday,medium,OK-2hop:OK:1,adapter built
1163,Juniata College,US,https://www.juniata.edu/,https://juniata.peopleadmin.com/postings/search,PeopleAdmin,high,NO_MATCH [playwright];hand-verified-sync,adapter built
1164,Immaculata University,US,https://www.immaculata.edu/,https://immaculata.interviewexchange.com/static/clients/534IMM1/index.jsp,own website,high,OK-2hop:OK:6,generic scraper
1165,Indiana University of Pennsylvania-Main Campus,US,https://www.iup.edu/,https://www.iup.edu/career/about/index.html,own website,medium,OK-2hop:OK:2,generic scraper
1166,University of Pittsburgh-Johnstown,US,https://www.upj.pitt.edu/,https://www.johnstown.pitt.edu/node/384,own website,medium,OK-2hop:OK:1,generic scraper
1167,Kutztown University of Pennsylvania,US,https://www.kutztown.edu/,https://www.schooljobs.com/careers/kutztownedu/promotionaljobs?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:8,generic scraper
1168,Keystone College,US,https://www.keystone.edu/,https://www.keystone.edu/jobs_at_keystone/,own website,medium,OK-2hop:OK:2,generic scraper
1169,Franklin and Marshall College,US,https://www.fandm.edu/,https://www.fandm.edu/career-and-professional-development/index.html,own website,medium,OK-2hop:OK:2,generic scraper
1170,Cairn University-Langhorne,US,https://www.cairn.edu/,https://cairn.edu/hr/jobs/,own website,medium,OK-2hop:OK:6,generic scraper
1171,Saint Vincent College,US,https://www.stvincent.edu/,https://www.stvincent.edu/resources/careers.html,own website,medium,OK-2hop:OK:2,generic scraper
1172,Pennsylvania State University-Penn State Fayette- Eberly,US,https://fayette.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=cbe735ea2e6d019fa0b439b4c5015712,Workday,medium,OK-2hop:OK:5,adapter built
1173,Bucknell University,US,https://www.bucknell.edu/,https://bucknell.wd1.myworkdayjobs.com/External?jobFamilyGroup=3ce5feabe53e01fb2262242fcb6e5c06,Workday,high,OK-2hop:OK:12,adapter built
1175,Saint Francis University,US,https://www.francis.edu/,https://www.francis.edu/about-us/employment,own website,medium,OK-2hop:OK:2,generic scraper
1176,Pennsylvania State University-Penn State Greater Allegheny,US,https://greaterallegheny.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=e0040d8047ed01e51b54ca63c5016914,Workday,medium,OK-2hop:OK:1,adapter built
1177,Allegheny College,US,https://allegheny.edu/,https://alleghenycollege-ibwwjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,Oracle Cloud HCM,high,OK:8,adapter built
1179,Pennsylvania State University-Penn State Brandywine,US,https://www.brandywine.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=52f02272e496014b250d54acc501b917,Workday,not_found,NO_MATCH [playwright],adapter built
1180,Pennsylvania State University-Penn State Harrisburg,US,https://harrisburg.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=e0040d8047ed016207d5bf63c5016414,Workday,not_found,NO_MATCH [playwright],adapter built
1181,Millersville University of Pennsylvania,US,https://www.millersville.edu/,https://jobs.millersville.edu/,own website,medium,OK-2hop:OK:5,generic scraper
1182,Pennsylvania State University-Penn State Beaver,US,https://beaver.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=52f02272e496018002c169acc501be17,Workday,medium,OK:2,adapter built
1183,Pennsylvania State University-Penn State Mont Alto,US,https://montalto.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=b0858b72065c01f8a82a5102c5011c13,Workday,not_found,NO_MATCH [playwright],adapter built
1184,Robert Morris University,US,https://www.rmu.edu/,https://careers.pageuppeople.com/856/cw/en-us/filter/?search=&bgresponse=&search-keyword=&work-type=faculty%20part-time,PageUp,high,OK-2hop:OK:13,generic scraper (verified working)
1185,Pennsylvania State University-Penn State New Kensington,US,https://newkensington.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic,Workday,medium,OK-2hop:OK:3,adapter built
1186,Westminster College,US,https://www.westminster.edu/,https://my.westminster.edu/ics/Campus_Life/Campus_Groups/Human_Resources__Employment/Overview.jnz,own website,medium,OK-2hop:OK:3,generic scraper
1187,Chestnut Hill College,US,https://www.chc.edu/,https://www.chc.edu/careers-at-chc/employment-opportunities/,own website,medium,OK-2hop:OK:7,generic scraper
1188,Drexel University,US,https://drexel.edu/,https://drexel.edu/hr/working-here/career-opportunities,own website,medium,OK-2hop:OK:4,generic scraper
1189,Holy Family University,US,https://www.holyfamily.edu/,https://www.holyfamily.edu/about/administrative-services/human-resources/jobs,own website,medium,OK-2hop:OK:3,generic scraper
1190,La Salle University,US,https://www.lasalle.edu/,https://lasalle.peopleadmin.com/,PeopleAdmin,high,OK:9,adapter built
1191,Peirce College,US,https://www.peirce.edu/,https://www3.peirce.edu/about-peirce/additional-resources/careers-at-peirce,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1192,Saint Joseph's University,US,https://www.sju.edu/,https://sju.wd1.myworkdayjobs.com/sju,Workday,high,OK:8,adapter built
1193,Temple University,US,https://www.temple.edu/,https://careers.temple.edu/careers-temple/search-and-apply-jobs,own website,medium,OK-2hop:OK:7,generic scraper
1194,University of Pennsylvania,US,https://www.upenn.edu/,https://facultyjobs.upenn.edu/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1195,University of Valley Forge,US,https://www.valleyforge.edu/,https://valleyforge.edu/careers-at-uvf/adjunct-instructor-in-person-masters-of-business-administration/,own website,medium,OK-2hop:OK:2,generic scraper
1196,Carlow University,US,https://www.carlow.edu/,https://forms.office.com/r/pLvbzux3Wv,own website,medium,OK-2hop:OK:3,generic scraper
1197,Carnegie Mellon University,US,https://www.cmu.edu/,https://www.cmu.edu/faculty-office/faculty-recruitment/faculty-careers.html,own website,medium,OK-2hop:OK:12,generic scraper
1198,Chatham University,US,https://www.chatham.edu/,https://chatham.wd12.myworkdayjobs.com/ChathamUniversity,Workday,high,OK-2hop:OK:6,adapter built
1199,Duquesne University,US,https://www.duq.edu/,https://www.duq.edu/work-at-du/index.php,own website,medium,OK-2hop:OK:2,generic scraper
1200,La Roche University,US,https://www.laroche.edu/,https://laroche.edu/About/Employment_Opportunities/Faculty_Openings/,own website,medium,OK-2hop:OK:11,generic scraper
1201,Point Park University,US,https://www.pointpark.edu/,https://www.pointpark.edu/careerready/index,own website,medium,OK-2hop:OK:2,generic scraper
1202,University of Pittsburgh-Pittsburgh Campus,US,https://www.pitt.edu/,https://cfopitt.taleo.net/careersection/pitt_internal/jobsearch.ftl?lang=en&portal=10100023232,Taleo,high,OK-2hop:OK:6,generic scraper (verified working)
1204,Albright College,US,https://www.albright.edu/home/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=c4e80d96-7749-44bb-aa20-2c7594475725&ccId=19000101_000001&source=CC2&lang=en_US&selectedMenuKey=CurrentOpenings,ADP,high,OK-2hop:OK:9,adapter built
1205,Alvernia University,US,https://www.alvernia.edu/,https://www.alvernia.edu/community-engagement/holleran-center-community-and-global-engagement/holleran-center-community-service%C2%A0,own website,medium,OK:1,generic scraper
1206,Pennsylvania State University-Penn State Berks,US,https://berks.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=a85e9b4f6d2001e9e53607fbc4019110,Workday,not_found,NO_MATCH [playwright],adapter built
1207,Rosemont College,US,https://www.rosemont.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=73e335b6-c8b9-44c9-bb2d-c83d54941069&ccId=9200074416396_2&lang=en_US&selectedMenuKey=CurrentOpenings,ADP,high,OK:9,adapter built
1209,Pennsylvania State University-Penn State Schuylkill,US,https://schuylkill.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=b0858b72065c016f25d63c02c5011713,Workday,not_found,NO_MATCH [playwright],adapter built
1210,Marywood University,US,https://www.marywood.edu/,https://www.marywood.edu/depts/human-resources/employment-opportunities/,own website,medium,OK-2hop:OK:4,generic scraper
1211,University of Scranton,US,https://www.scranton.edu/,https://www.follett.com/careerportal/find-career.cfm,own website,medium,OK-2hop:OK:4,generic scraper
1212,Susquehanna University,US,https://www.susqu.edu/,https://www.governmentjobs.com/careers/susqu/faculty?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:19,generic scraper
1213,Pennsylvania State University-Penn State Shenango,US,https://shenango.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=c1cfc9c255a401aad5f3f94bc5016c12,Workday,high,OK-2hop:OK:6,adapter built
1214,Shippensburg University of Pennsylvania,US,https://www.ship.edu/,https://jobs.ship.edu/postings/search,own website,medium,OK-2hop:OK:5,generic scraper
1215,Slippery Rock University of Pennsylvania,US,https://www.sru.edu/,https://careers.sru.edu/postings/search?query=&query_v0_posted_at_date=&query_organizational_tier_3_id=any&query_position_type_id=&372=2&373=&commit=Search,own website,medium,OK-2hop:OK:12,generic scraper
1217,Swarthmore College,US,https://www.swarthmore.edu/,http://careers.swarthmore.edu/cw/en-us/listing/,own website,medium,OK-2hop:OK:5,generic scraper
1219,Pennsylvania State University-Main Campus,US,https://www.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=cbe735ea2e6d018bc3b657b2c5014812,Workday,high,OK-2hop:OK:6,adapter built
1220,Villanova University,US,https://www.villanova.edu/,http://jobs.villanova.edu,own website,medium,OK-2hop:OK:8,generic scraper
1221,Washington & Jefferson College,US,https://www.washjeff.edu/,https://www.washjeff.edu/applicantpro/job/Pennsylvania/Washington/Human-Resources-Coordinator/4110192,own website,medium,OK-2hop:OK:3,generic scraper
1222,Waynesburg University,US,https://www.waynesburg.edu/,http://www.facebook.com/share.php?u=https://www.waynesburg.edu/careers&title=Careers,own website,medium,OK-2hop:OK:2,generic scraper
1223,West Chester University of Pennsylvania,US,https://www.wcupa.edu/,https://www.wcupa.edu/hr/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1224,King's College,US,https://www.kings.edu/,https://www.kings.edu/human-resources/careers.html,own website,medium,OK-2hop:OK:4,generic scraper
1225,Wilkes University,US,https://www.wilkes.edu/,https://wilkesuniversitycareers.applicantpro.com/jobs/,own website,medium,OK-2hop:OK:2,generic scraper
1226,Lycoming College,US,https://www.lycoming.edu/,https://www.lycoming.edu/human-resources/employment-opportunities.aspx,own website,medium,OK-2hop:OK:4,generic scraper
1227,Pennsylvania State University-Penn State York,US,https://www.york.psu.edu/,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=ac1efd63d81001e62e623732c701fd1b,Workday,not_found,NO_MATCH [playwright],adapter built
1228,York College of Pennsylvania,US,https://www.ycp.edu/,https://www.governmentjobs.com/careers/ycp/administrative?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:8,generic scraper
1229,Inter American University of Puerto Rico-Aguadilla,US,https://aguadilla.inter.edu/,https://iaupr.elluciancrmrecruit.com/Apply/,own website,high,OK:7,generic scraper
1230,University of Puerto Rico-Aguadilla,US,https://www.uprag.edu/,https://www.uprag.edu/convocatorias/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1231,Inter American University of Puerto Rico-Arecibo,US,https://www.arecibo.inter.edu/,https://iaupr.elluciancrmrecruit.com/Apply/Account/Create,own website,high,OK:7,generic scraper
1233,University of Puerto Rico-Arecibo,US,https://www.upra.edu/,https://upra.edu/recursos-humanos/convocatorias/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1234,Inter American University of Puerto Rico-Barranquitas,US,https://www.br.inter.edu/,https://iaupr.elluciancrmrecruit.com/Apply,own website,high,OK:7,generic scraper
1235,American University of Puerto Rico,US,https://aupr.edu/,https://aupr.edu/empleo-remunerado/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1236,Caribbean University-Bayamon,US,https://www.caribbean.edu/,https://careers.smartrecruiters.com/CaribbeanUniversity,SmartRecruiters,high,OK:9,adapter built
1237,Inter American University of Puerto Rico-Bayamon,US,https://bayamon.inter.edu/,https://www.inter.edu/en/department/bayamon/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1238,University of Puerto Rico-Bayamon,US,https://www.uprb.edu/,https://www.upr.edu/ac/oficinas-adscritas/recursos-humanos/oficina-de-recursos-humanos-convocatorias/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1239,Universidad Central de Bayamon,US,https://ucb.edu.pr/,https://ucb.edu.pr/oficina-de-recursos-humanos/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1240,Caribbean University-Carolina,US,https://www.caribbean.edu/,https://careers.smartrecruiters.com/CaribbeanUniversity,SmartRecruiters,high,OK:9,adapter built
1241,Universidad Ana G. Mendez-Carolina Campus,US,https://uagm.edu/,https://jobs.uagm.edu/Home?lang=es,own website,medium,OK:5,generic scraper
1242,University of Puerto Rico-Carolina,US,https://www.uprc.edu/,https://carolina-upr-csm.symplicity.com/,own website,high,OK-2hop:OK:10,generic scraper
1243,University of Puerto Rico at Cayey,US,https://www.cayey.upr.edu/,https://www.cayey.upr.edu/oficina-de-recursos-humanos/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1244,Inter American University of Puerto Rico-Fajardo,US,https://www.fajardo.inter.edu/,https://fajardo.inter.edu/empleos/,own website,high,playwright_failed:Error;hand-verified-sync,generic scraper
1245,Inter American University of Puerto Rico-Guayama,US,https://www.guayama.inter.edu/,https://iaupr.elluciancrmrecruit.com/Apply,own website,high,OK:7,generic scraper
1246,Atlantic University,US,https://www.atlanticu.edu/,https://www.indeed.com/cmp/Atlantic-University-1/jobs,own website,medium,OK:2,generic scraper
1247,Universidad Ana G. Mendez-Gurabo Campus,US,https://uagm.edu/,https://jobs.uagm.edu/Home?lang=es,own website,medium,OK:5,generic scraper
1248,Universidad Politecnica de Puerto Rico,US,https://www.pupr.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=5388a0c5-18fe-449e-b500-098740269275&ccId=19000101_000001&type=JS&lang=en_US,ADP,high,OK-2hop:OK:9,adapter built
1249,University of Puerto Rico-Humacao,US,https://www.upr.edu/humacao/,https://www.uprh.edu/empleos/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1250,American University of Puerto Rico,US,https://aupr.edu/,https://aupr.edu/empleo-remunerado/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1253,University of Puerto Rico-Mayaguez,US,https://www.uprm.edu/,https://www.eventbrite.com/e/38th-job-fair-tickets-1992770470120,own website,medium,OK:2,generic scraper
1254,Inter American University of Puerto Rico-Ponce,US,https://www.ponce.inter.edu/,https://ponce.inter.edu/recursos-humanos-2/,own website,high,playwright_failed:Error;hand-verified-sync,generic scraper
1255,Caribbean University-Ponce,US,https://www.caribbean.edu/,https://careers.smartrecruiters.com/CaribbeanUniversity,SmartRecruiters,high,OK:9,adapter built
1257,University of Puerto Rico at Ponce,US,https://www.uprp.edu/,https://www.uprp.edu/en/articulos/administracion/recursos-humanos/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1258,Inter American University of Puerto Rico-San German,US,https://www.sg.inter.edu/,https://iaupr.elluciancrmrecruit.com/Apply,own website,high,OK:7,generic scraper
1259,Colegio Universitario de San Juan,US,https://www.cunisanjuan.edu/,,,not_found,NO_MATCH [playwright],
1260,Inter American University of Puerto Rico-Metro,US,https://metro.inter.edu/,https://iaupr.elluciancrmrecruit.com/Apply/Account/Create?returnUrl=%2FApply,own website,high,OK:7 [playwright],generic scraper
1261,Universidad Ana G. Mendez-Cupey Campus,US,https://uagm.edu/,https://jobs.uagm.edu/Home?lang=es,own website,medium,OK:5,generic scraper
1262,University of Puerto Rico-Rio Piedras,US,https://www.uprrp.edu/,https://recursoshumanos.uprrp.edu/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
1263,Universidad del Sagrado Corazon,US,https://www.sagrado.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=78334d6d-1342-4b7f-9674-a7916c71caa7&ccId=19000101_000001&lang=en_US,ADP,high,OK:7,adapter built
