school_id,dropped_url,reason
1002,https://www.schooljobs.com/home/privacypolicy,outside this school's posting path
1002,https://www.schooljobs.com/careers/sbuedu/user/RecoverUserName,outside this school's posting path
1002,https://www.schooljobs.com/careers/sbuedu/user/ResetPassword,outside this school's posting path
1002,https://www.schooljobs.com/careers/sbuedu/applications/submitted,outside this school's posting path
1002,https://www.schooljobs.com/careers/sbuedu/applications/accountsettings,outside this school's posting path
1002,https://www.schooljobs.com/careers/sbuedu/helpandsupport/applicationguide,outside this school's posting path
1047,https://careers.owu.edu/alumni-coach-referral-program/,outside this school's posting path
1047,https://careers.owu.edu/events/,outside this school's posting path
1047,https://careers.owu.edu/grant-funds/,outside this school's posting path
1047,https://careers.owu.edu/resources/bishop-launch-program/,outside this school's posting path
1047,https://careers.owu.edu/resources/harness-the-power-of-you/,outside this school's posting path
1047,https://careers.owu.edu/resources/career-readiness-course/,outside this school's posting path
1047,https://careers.owu.edu/resources/designing-your-future-course/,outside this school's posting path
1047,https://careers.owu.edu/resources/impact-report/,outside this school's posting path
1047,https://careers.owu.edu/resources/outcomes-data/,outside this school's posting path
1047,https://careers.owu.edu/resources/workplace-readiness-certificate/,outside this school's posting path
1047,https://careers.owu.edu/student-coaches-interns/,outside this school's posting path
1047,https://careers.owu.edu/virtual-externships/,outside this school's posting path
1047,https://www.instagram.com/owucareers/,outside this school's posting path
1047,http://www.linkedin.com/in/owucareerconnection,outside this school's posting path
1049,https://www.kenyon.edu/careers-outcomes/career-development-office/for-employers/,outside this school's posting path
107,https://jobs.pepperdine.edu/jobs/search/facilities-services,outside this school's posting path
107,https://jobs.pepperdine.edu/jobs/search/rotational-program,outside this school's posting path
107,https://jobs.pepperdine.edu/jobs/search/public-safety,outside this school's posting path
107,https://jobs.pepperdine.edu/jobs/search/college-of-health-science,outside this school's posting path
1105,https://hrs.sou.edu/benefits-and-leaves/retirement/relinquishment/,outside this school's posting path
1105,https://sou.wd1.myworkdayjobs.com/Southern_Oregon_University,outside this school's posting path
1129,__NEEDS_SCRAPER_FIX__,"would drop 9 of 10 rows -- scraper is collecting listing pages, not postings"
1132,https://www.moravian.edu/career-success/students/internships-externships,outside this school's posting path
1132,https://www.moravian.edu/career-success/students/career-success-team,outside this school's posting path
1132,https://www.moravian.edu/career-success/students/career-readiness-badges,outside this school's posting path
1132,https://www.moravian.edu/career-success/students/career-resources,outside this school's posting path
1167,https://www.schooljobs.com/home/privacypolicy,outside this school's posting path
1167,https://www.schooljobs.com/careers/kutztownedu/user/RecoverUserName,outside this school's posting path
1167,https://www.schooljobs.com/careers/kutztownedu/user/ResetPassword,outside this school's posting path
1167,https://www.schooljobs.com/careers/kutztownedu/applications/submitted,outside this school's posting path
1167,https://www.schooljobs.com/careers/kutztownedu/applications/accountsettings,outside this school's posting path
1167,https://www.kutztown.edu/hr,outside this school's posting path
1167,https://www.schooljobs.com/careers/kutztownedu/helpandsupport/applicationguide,outside this school's posting path
1187,https://www.chc.edu/student-life/career-development/for-employers/,outside this school's posting path
1188,https://drexel.edu/hr/working-here/career-opportunities/faqs,outside this school's posting path
1200,https://laroche.edu/Academics/Student_Academic_Support_Services/Academic_and_Career_Planning/Career_and_Professional_Development/,outside this school's posting path
1200,https://laroche.edu/Academics/Student_Academic_Support_Services/Academic_and_Career_Planning/Academic_Advising/,outside this school's posting path
1200,https://intranet.laroche.edu/z/admdeposit.cfm,outside this school's posting path
1272,https://www.bryant.edu/discover-bryant/centers-and-institutes/amica-center-career-education,outside this school's posting path
1272,https://www.bryant.edu/undergraduate/why-bryant/explore-your-path,outside this school's posting path
1369,https://www.schooljobs.com/home/privacypolicy,outside this school's posting path
1369,https://www.schooljobs.com/careers/lamar/user/RecoverUserName,outside this school's posting path
1369,https://www.schooljobs.com/careers/lamar/user/ResetPassword,outside this school's posting path
1369,https://www.schooljobs.com/careers/lamar/applications/submitted,outside this school's posting path
1369,https://www.schooljobs.com/careers/lamar/applications/accountsettings,outside this school's posting path
1369,https://www.schooljobs.com/careers/lamar/helpandsupport/applicationguide,outside this school's posting path
1389,https://www.schooljobs.com/home/privacypolicy,outside this school's posting path
1389,https://www.schooljobs.com/careers/southwestern/user/RecoverUserName,outside this school's posting path
1389,https://www.schooljobs.com/careers/southwestern/user/ResetPassword,outside this school's posting path
1389,https://www.schooljobs.com/careers/southwestern/applications/submitted,outside this school's posting path
1389,https://www.schooljobs.com/careers/southwestern/applications/accountsettings,outside this school's posting path
1389,https://www.schooljobs.com/careers/southwestern/helpandsupport/applicationguide,outside this school's posting path
