school_id,post_link
1626,https://www.trentu.ca/careerspace/
1626,https://www.trentu.ca/humanresources/careers/full-time-faculty/assistant-professor-indigenous-health-tenure-track-0?21613
1626,https://www.trentu.ca/humanresources/employment-opportunities/non-academic-positions/important-information-applying
1626,https://www.trentu.ca/humanresources/employment-opportunities/non-academic-positions/frequently-asked-questions
1626,https://www.trentu.ca/humanresources/employment-opportunities/student-academic-support-positions
