school_id,post_link
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/edcd_210_125.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/meng_220_155.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/meng_220_161.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/musi_230-087.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/atwp_250_112.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/atwp_250_113.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/law_260_056.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/math_270_160.php
1598,https://www.uvic.ca/faculty-staff/careers/faculty-and-librarian-postings/current/hums_250_110.php
