school_id,post_link
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Spanish---Adjunct-Lecturer_REQ_0000082039-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Pediatric-Nursing---Adjunct-Instructor_REQ_0000082036-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Obstetric-Maternal-Newborn-Nursing---Adjunct-Instructor_REQ_0000082025-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Critical-Care-Nursing---Adjunct-Instructor_REQ_0000082037-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Mental-Health-Nursing---Adjunct-Instructor_REQ_0000082038
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Assistant-Professor-of-Civil-Engineering---AI_REQ_0000080244-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---American-Sign-Language---Adjunct-Instructor_REQ_0000074756-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---American-Studies---Adjunct-Faculty_REQ_0000080189-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Physics---Adjunct-Lecturer_REQ_0000080026-2
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Electrical-Engineering---Adjunct-Lecturer_REQ_0000080029-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Civil-Engineering---Structural-Design-and-Construction-Engineering-Technology---Adjunct-Lecturer--2026-2027-_REQ_0000079828-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Math---Adjunct-Lecturer_REQ_0000079338-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Computer-Science---Adjunct-Lecturer_REQ_0000079337
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Marketing---Adjunct-Lecturer_REQ_0000076280-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Finance-Economics---Adjunct-Instructor_REQ_0000075452-2
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Assistant-Teaching-Professor-of-Communication-Sciences-and-Disorders_REQ_0000073079-2
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---English-Composition---Adjunct-Instructors_REQ_0000054095-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Continuing-Education---Non-Credit-Instructor_REQ_0000072850-2
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Criminal-Justice---Adjunct-Faculty_REQ_0000072365
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Korean-Language---Adjunct-Lecturer_REQ_0000066142-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Teacher-Education---Student-Teacher-Supervisor_REQ_0000061062-3
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Biology---Adjunct-Instructor_REQ_0000054919-1
1180,https://psu.wd1.myworkdayjobs.com/job/Penn-State-Harrisburg/Part-Time---Teacher-Education---Adjunct-Lecturer_REQ_0000054494-1
